time,left_eye,right_eye,lips,head_h,head_v,head_slope,planar_angle,lip_sum,lip_ratio,abs_mov
94,0.029161040404700467,0,0.010466751058430757,6.0,6.0,12.0,0.011796707017958845,2.1445111311227834,0.010466751058430757,0
95,0.025182814876045234,0,0.061112693541307606,3.0,2.0,5.0,0.0087771546879545,3.1393029390668516,0.061112693541307606,0
96,0.0002879541376740735,0,0.004099527047457585,1.0,2.0,1.0,0.0029668278727135056,0.9841578926617558,0.004099527047457585,0
97,0.007095817507843105,0,0.027171946537787983,2.0,7.0,9.0,0.005960200136219987,3.978949700605824,0.027171946537787983,0
98,0.034091823139336286,0,0.029111597037684567,5.0,2.0,3.0,0.0029231959281843384,6.981112764665141,0.029111597037684567,0
99,0.0031648098923974244,0,0.006400654782817206,1.0,0.0,1.0,0.008927543445991733,1.9995873806097109,0.006400654782817206,0
100,0.05170343254850884,0,0.0440041846375972,22.0,2.0,24.0,0.01188585107071837,7.033220076173109,0.0440041846375972,1
101,0.048520616766127955,0,0.06930403732260554,9.0,7.0,16.0,0.008945728080474594,8.032545469270502,0.06930403732260554,1
102,0.022733437742812723,0,0.008635184879001723,2.0,0.0,2.0,0.0,5.039914009398757,0.008635184879001723,1
103,0.015605964653718996,0,0.08101684748185506,17.0,1.0,16.0,0.014999857722950394,4.946144959809999,0.08101684748185506,1
104,0.0042216129830724425,0,0.05622459088333387,3.0,6.0,9.0,0.002991589520537734,3.9927101445708217,0.05622459088333387,0
105,0.0,0,0.011841030163859567,1.0,2.0,1.0,0.002991589520537734,4.0044554039457125,0.011841030163859567,0
106,0.017834634315946674,0,0.0044109053311558455,4.0,4.0,8.0,0.011503001187915803,1.03993950332287,0.0044109053311558455,0
107,0.007465613364227464,0,0.007661056791603116,1.0,2.0,3.0,0.0027434773418645447,5.008141451206114,0.007661056791603116,1
108,0.027169890932898344,0,0.0,0.0,1.0,1.0,0.00010647359414622803,0.0,0.0,0
109,0.04525653936346691,0,0.03032427306403135,2.0,4.0,2.0,0.0,0.003053994962357365,0.03032427306403135,0
110,0.039008379299095175,0,0.003862953357595733,2.0,0.0,2.0,0.00021231610009938423,3.998780094802754,0.003862953357595733,0
111,0.02795337051961927,0,0.045846683404169586,4.0,0.0,4.0,0.00020981404921684155,3.0176815070848306,0.045846683404169586,0
112,0.009027187740075993,0,0.008777821489089066,3.0,2.0,5.0,0.002754091397357078,1.9360717357335488,0.008777821489089066,0
113,0.0037223724398758873,0,0.004571645329560725,5.0,2.0,3.0,0.0029644790400987636,1.0416005493837588,0.004571645329560725,0
114,0.000998369640665575,0,0.01477142732939829,0.0,0.0,0.0,0.000176998980413047,0.003983421577288482,0.01477142732939829,0
115,0.03256887093155664,0,0.022250889116754435,4.0,2.0,2.0,0.011432596288596435,5.001445611736955,0.022250889116754435,0
116,0.0053303038518320855,0,0.00498695343279143,7.0,4.0,3.0,0.014732043204310555,0.9927501240448464,0.00498695343279143,1
117,0.002634149565926003,0,0.028163305063038935,7.0,0.0,7.0,0.003122447935301073,7.011457424556198,0.028163305063038935,0
118,0.024167902542659048,0,0.008487923170736988,3.0,1.0,2.0,0.003061521023682477,2.0155120748142963,0.008487923170736988,0
119,0.0016802116452925286,0,0.03495115865128645,4.0,0.0,4.0,0.005944780860831798,12.172725844331751,0.03495115865128645,1
120,0.022560851964668394,0,0.040960918656789025,1.0,2.0,3.0,0.009267899367210668,0.0987688982215218,0.040960918656789025,0
121,0.0026290894032858225,0,0.015525652908533638,0.0,0.0,0.0,0.005876185389589991,3.0362813395218495,0.015525652908533638,0
122,0.0005971534175061022,0,0.025241315085956506,0.0,1.0,1.0,0.005962362569655065,3.0357441837902,0.025241315085956506,0
123,0.03910537855283036,0,0.0085151962586974,8.0,1.0,7.0,8.617718006507374e-05,1.961044429764911,0.0085151962586974,1
124,0.004833331376219552,0,0.008387691711530254,1.0,0.0,1.0,0.0029383719771540126,1.973542477250021,0.008387691711530254,0
125,0.010759037764322854,0,0.13057616391595772,9.0,10.0,19.0,0.020437460622838667,0.9430617920583018,0.13057616391595772,1
126,0.0475736148856048,0,0.11322707246769526,1.0,1.0,2.0,0.008954355607091112,6.95470233838347,0.11322707246769526,1
127,0.015450550102840632,0,0.012265264300112932,1.0,2.0,3.0,0.0029498439512253773,2.998715600871037,0.012265264300112932,0
128,0.01911431344077158,0,0.03980618401569369,1.0,0.0,1.0,0.02654243775139646,8.99151072125332,0.03980618401569369,0
129,0.024228254007965966,0,0.0051380920389880735,2.0,1.0,1.0,0.005957110666731071,1.9690815610916843,0.0051380920389880735,0
130,0.027030234056787616,0,0.05797728489091919,10.0,8.0,18.0,0.00024499295154660483,0.9949606520601435,0.05797728489091919,1
131,0.05335298853361553,0,0.00999019243418997,15.0,6.0,21.0,0.002975074896657534,2.083129912430593,0.00999019243418997,1
132,0.0005692983571430332,0,0.0427644722441618,8.0,2.0,6.0,0.005879769743873565,4.054697603868021,0.0427644722441618,1
133,0.010632613958639847,0,0.00930634929561347,2.0,0.0,2.0,7.21344585051277e-05,0.8841031830832833,0.00930634929561347,0
134,0.01120191231578288,0,0.026300651805096664,0.0,3.0,3.0,0.00586092314634217,4.022404426056369,0.026300651805096664,0
135,0.0043132973588424495,0,0.047693064091272,4.0,2.0,6.0,0.00010625957403002234,2.9991867052297607,0.047693064091272,0
136,0.009165805849355946,0,0.037358697509112415,10.0,5.0,5.0,0.00596850632335153,5.094618925316865,0.037358697509112415,1
137,0.03036876195203525,0,0.037897680687902446,10.0,2.0,8.0,0.005985880549267789,8.089247328274439,0.037897680687902446,1
138,0.04114829476391252,0,0.014918824990179713,1.0,1.0,0.0,0.020233154736871383,2.9948150413027577,0.014918824990179713,0
139,0.0101996465121586,0,0.02082728002073636,1.0,1.0,0.0,0.0028126495393255672,1.9995273544650445,0.02082728002073636,1
140,0.005077985181313582,0,0.05968906933992152,5.0,1.0,4.0,0.003111439431336481,0.010845411222305756,0.05968906933992152,0
141,0.038680670062426925,0,0.04504276719623612,1.0,3.0,2.0,0.008686849600768393,1.0882291474193835,0.04504276719623612,0
142,0.0007591153626101965,0,0.027117375380876274,1.0,1.0,0.0,0.002960907257225427,0.001528828998687004,0.027117375380876274,0
143,0.02837667687628148,0,0.0001384288076201612,11.0,3.0,14.0,0.008932173865288197,0.03429313122907729,0.0001384288076201612,1
144,0.012096484784151207,0,0.021577809282487426,11.0,6.0,17.0,0.008659164564935894,5.029755065569077,0.021577809282487426,1
145,0.0036201323944071717,0,0.021716238090107587,1.0,0.0,1.0,0.002886982166864685,4.99546193434,0.021716238090107587,0
146,0.010945226242619288,0,0.051570071650017035,6.0,17.0,23.0,0.011945254983108777,8.016189438387187,0.051570071650017035,1
147,0.004885838230375361,0,0.06312482132055669,4.0,10.0,6.0,0.0008286790165091679,2.080479491241931,0.06312482132055669,1
148,0.004005879000084311,0,0.0534912543687428,4.0,8.0,4.0,0.01760023454200664,1.1374793246319541,0.0534912543687428,1
149,0.039029368192265934,0,0.03354892245896535,0.0,1.0,1.0,0.005894367744902641,1.9987108822515438,0.03354892245896535,0
150,0.03218537624047918,0,0.018413388254994556,7.0,10.0,3.0,0.0031542793729876645,8.999275812268479,0.018413388254994556,1
151,0.005751258605994902,0,0.0008336174360165094,9.0,5.0,4.0,0.0029373164951278334,3.984683964926205,0.0008336174360165094,1
152,0.003962775370857541,0,0.033721696998018746,0.0,0.0,0.0,0.0,6.013049333453409,0.033721696998018746,0
153,0.04305904353621193,0,0.01430348260019193,1.0,9.0,8.0,0.0029373164951278334,0.00028461702481763496,0.01430348260019193,1
154,0.11425720284680432,0,0.05498649583230003,5.0,8.0,13.0,0.02104126443689175,17.011488519832454,0.05498649583230003,1
155,0.022488600235014755,0,0.052714549297568414,0.0,1.0,1.0,0.0060969238451005076,0.98505491046609,0.052714549297568414,0
156,0.050962882717879854,0,0.03424816683536025,25.0,8.0,17.0,0.002947135675491628,1.9606332609044728,0.03424816683536025,1
157,0.0011829665894720065,0,0.08953026446678797,59.0,12.0,47.0,0.03348934187871347,11.996520039063256,0.08953026446678797,1
158,0.034461147228343314,0,0.02477885725506862,11.0,4.0,15.0,0.002108842258364274,0.15822509304146593,0.02477885725506862,1
159,0.06609224977049272,0,0.011890130544850275,12.0,8.0,20.0,0.0005972560640345043,2.880870827887435,0.011890130544850275,1
160,0.0021810758944769137,0,0.01568534459251819,0.0,1.0,1.0,0.005718771740878106,2.9965142737584642,0.01568534459251819,1
161,0.015829895228873236,0,0.0508346741399186,10.0,6.0,16.0,0.012247244672901683,3.9558135949233986,0.0508346741399186,1
162,0.020386255320466562,0,0.025604815422889338,7.0,6.0,13.0,0.008399219048995453,0.0015537761560437957,0.025604815422889338,1
163,0.018678643733884726,0,0.009404597480113797,1.0,1.0,2.0,0.002740726450861465,1.0032974297674002,0.009404597480113797,0
164,0.017929330778608144,0,0.006195911965214018,1.0,1.0,2.0,0.003042365346428315,1.993740075870818,0.006195911965214018,0
165,0.02396007877894002,0,0.015228454648648027,7.0,2.0,5.0,0.0028994709799630355,2.9575979422537557,0.015228454648648027,0
166,0.019823722637573316,0,0.016507195569328337,0.0,0.0,0.0,0.0,1.0002465062301553,0.016507195569328337,0
167,0.004068976550084646,0,0.0026476222588034948,3.0,3.0,0.0,0.003669096276955622,1.1166343354510389,0.0026476222588034948,0
168,0.03284053491270422,0,0.05013230330474122,11.0,0.0,11.0,0.0202235023345068,6.113643957100294,0.05013230330474122,1
169,0.015869955374779143,0,0.02698131650455271,22.0,2.0,20.0,0.005640392862556395,3.7807039336320543,0.02698131650455271,1
170,0.020332320100209578,0,0.022907059456312107,0.0,2.0,2.0,0.011835590152411563,4.890437753292133,0.022907059456312107,0
171,0.0019049589514669174,0,0.010034538347930111,1.0,0.0,1.0,0.0032136384433493065,1.034473781710318,0.010034538347930111,0
172,0.0025659906856270176,0,0.0049136365021136275,4.0,2.0,6.0,0.01178618250128843,7.994381175123863,0.0049136365021136275,0
173,0.0,0,0.03413638993660184,11.0,0.0,11.0,0.003001478210055534,10.034638418907434,0.03413638993660184,1
174,0.02547033347608607,0,0.056886487234484306,9.0,0.0,9.0,0.003001478210055534,14.938462188728352,0.056886487234484306,1
175,0.005551120660971576,0,0.005959729726144669,0.0,1.0,1.0,7.188684997323086e-05,1.9946810015518395,0.005959729726144669,0
176,0.012156683963736648,0,0.05821232380732155,8.0,6.0,14.0,0.017923493406028883,0.03335557689865709,0.05821232380732155,1
177,0.021688121459097764,0,0.024312858446980223,3.0,4.0,1.0,0.0030119844322564725,0.9995485093292018,0.024312858446980223,0
178,0.011101726599019479,0,0.03262893327023231,5.0,1.0,6.0,0.0029938947072133994,4.027527897536487,0.03262893327023231,0
179,0.01902408641819736,0,0.004689197636035647,13.0,2.0,11.0,0.0030028314992828174,0.9999428097567886,0.004689197636035647,1
180,0.04267031079636896,0,0.025847824796526087,5.0,2.0,3.0,0.003002669040146004,0.9083273560473231,0.025847824796526087,0
181,0.015749357096795424,0,0.00013481114496821656,0.0,1.0,1.0,0.005987410814385748,0.012818406262340432,0.00013481114496821656,0
182,0.017290687797537896,0,0.055161305679090666,2.0,6.0,4.0,0.0060240235161790594,8.069025197700142,0.055161305679090666,0
183,0.009695726278555805,0,0.07981413262647907,8.0,4.0,12.0,0.0,6.019086571665497,0.07981413262647907,1
184,0.015796132228806714,0,0.017334123471273888,1.0,0.0,1.0,0.003030293754838582,3.0122592415149825,0.017334123471273888,0
185,0.019443090379848316,0,0.03566401669650354,4.0,1.0,5.0,9.154910201733795e-06,5.078419922801714,0.03566401669650354,1
186,0.0,0,0.016085157531988026,8.0,4.0,4.0,0.018123745509608668,4.06538135428633,0.016085157531988026,1
187,0.0009519298714326108,0,0.0005044916909898167,2.0,3.0,1.0,0.005994528479478739,0.02437687888493656,0.0005044916909898167,0
188,0.021207181140379172,0,0.059944997761546215,5.0,4.0,1.0,0.015150355874766779,9.972802426604005,0.059944997761546215,0
189,0.04654436800620393,0,0.0620570236879478,6.0,5.0,11.0,0.012011434330564808,5.958766988449867,0.0620570236879478,0
190,0.0017958158419649761,0,0.02047903625834152,1.0,1.0,2.0,0.002975535679679073,1.9442799853977135,0.02047903625834152,0
191,0.052086200757979095,0,0.01233444530332567,0.0,1.0,1.0,2.729729481460927e-05,5.960963520380119,0.01233444530332567,0
192,0.006028145041464261,0,0.06344374450294582,6.0,2.0,8.0,0.006133202564521,3.0205371253102555,0.06344374450294582,0
193,0.0014647944328289864,0,0.017292109119786903,0.0,0.0,0.0,0.0,2.9691134045974934,0.017292109119786903,0
194,0.04405202515621903,0,0.013013317270636482,11.0,5.0,6.0,0.0030942444466027404,4.007836619048248,0.013013317270636482,1
195,0.03853405251833292,0,0.07279363817492646,2.0,7.0,9.0,0.006133187253419719,7.018785195473612,0.07279363817492646,0
196,0.004818193456573083,0,0.02583105493431853,3.0,3.0,0.0,0.009127161948565783,2.026564624278649,0.02583105493431853,0
197,0.007334727431234533,0,0.12339678112327579,7.0,0.0,7.0,0.015260349201985502,5.97087361215182,0.12339678112327579,1
198,0.03655028892877743,0,0.04596625987285313,4.0,4.0,8.0,0.012003116961950267,3.0206744045179335,0.04596625987285313,0
199,0.01579631851303831,0,0.01911069926903486,1.0,3.0,4.0,0.0031101253543670063,1.0376646737895783,0.01911069926903486,0
200,0.03729985944233549,0,0.0020204131526957436,6.0,7.0,13.0,0.012033278689640567,7.002687652134313,0.0020204131526957436,0
201,0.004388635513745409,0,0.01166423396282451,3.0,1.0,2.0,0.008869047897414392,3.9995835936008746,0.01166423396282451,0
202,0.0007175327021484157,0,0.014108795396170715,3.0,1.0,2.0,0.009504617176872867,0.07526003794976077,0.014108795396170715,0
203,0.013223059816517946,0,0.0038210371528615283,2.0,3.0,1.0,0.00010182073960780108,1.0369976921732018,0.0038210371528615283,1
204,0.017202190641037785,0,0.03285520238112832,0.0,3.0,3.0,0.006156231753853776,5.982315657543836,0.03285520238112832,0
205,0.005252407006887949,0,0.06856583429468494,1.0,4.0,5.0,0.0027310153928589535,7.940271473234986,0.06856583429468494,0
206,0.020092984435617134,0,0.04896172006783567,1.0,3.0,4.0,0.008685449314190987,1.8812140573103875,0.04896172006783567,0
207,0.01570697163708229,0,0.009691860159947663,3.0,1.0,2.0,0.002926642458150143,6.122464852462258,0.009691860159947663,0
208,0.004959601342304609,0,0.006671697445503777,2.0,1.0,3.0,9.20217168657797e-05,2.0434117604850144,0.006671697445503777,1
209,0.0073879273164393355,0,0.00040880637053725133,2.0,0.0,2.0,0.0,0.03842997327095077,0.00040880637053725133,0
210,0.013970431284129892,0,0.0420586670363548,1.0,6.0,5.0,0.003202147071232786,3.9610411187942702,0.0420586670363548,0
211,0.003976359267690188,0,0.012271724960494335,2.0,0.0,2.0,0.006036767812517149,2.99450566037234,0.012271724960494335,0
212,0.020066223636006353,0,0.021141921352639204,2.0,3.0,1.0,0.005620051009610695,8.955435972774382,0.021141921352639204,0
213,0.021554438666266995,0,0.0430215683124171,0.0,2.0,2.0,0.01850969270225125,0.06274852985686152,0.0430215683124171,1
214,0.030001977670854885,0,0.002674448667213114,1.0,2.0,3.0,0.009089156407919059,2.9840531334139087,0.002674448667213114,0
215,0.01600070007403781,0,0.0038886888183433665,0.0,0.0,0.0,0.0,1.035575633245287,0.0038886888183433665,0
216,0.0034304420062656327,0,0.02315357229171683,1.0,2.0,3.0,0.0031584091796062613,4.997916870730023,0.02315357229171683,0
217,0.026742450084711544,0,0.018454143523336186,3.0,2.0,5.0,0.002935394018272395,1.0382321589835044,0.018454143523336186,0
218,0.05595199484958674,0,0.007006787370621659,2.0,0.0,2.0,0.006132122828418032,4.899408686721273,0.007006787370621659,0
219,0.02995695929823733,0,0.026228348688853154,2.0,4.0,6.0,0.011593897450043533,1.0590071021767926,0.026228348688853154,0
220,0.014961526598573915,0,0.014433194146544426,2.0,5.0,3.0,0.00010905521785711803,0.0016204595974045333,0.014433194146544426,0
221,0.01623267629959746,0,0.00015876596730374226,5.0,0.0,5.0,0.009054271166226813,0.042093605526645206,0.00015876596730374226,0
222,0.006569712179718579,0,0.027222636113397203,0.0,6.0,6.0,0.018102602237771805,3.907381697155074,0.027222636113397203,0
223,0.010978213517421731,0,0.025081090220766322,0.0,2.0,2.0,0.0,1.0045703717277945,0.025081090220766322,0
224,0.000732246787425006,0,0.0061357468681484395,1.0,0.0,1.0,0.015083943086386515,1.9996248211697605,0.0061357468681484395,0
225,0.02104763130004772,0,0.008632226508749397,1.0,0.0,1.0,0.0030186591513852896,1.9873956684718905,0.008632226508749397,0
226,0.018873078618962036,0,0.06418419107637158,1.0,3.0,2.0,0.01521518336153245,4.926129216757914,0.06418419107637158,0
227,0.01012690207477418,0,0.0038278052816711483,0.0,3.0,3.0,0.00012794034254771935,0.9407298871411456,0.0038278052816711483,0
228,0.027456098930800865,0,0.0481415530728867,7.0,1.0,6.0,0.0031524018381848887,2.0379945104976684,0.0481415530728867,0
229,0.0017565508527807583,0,0.011706267145737415,3.0,2.0,1.0,0.015311901408492545,3.052434076784863,0.011706267145737415,0
230,0.019023250044985396,0,0.02049807965595629,4.0,1.0,5.0,0.005909071416104559,9.042329071148316,0.02049807965595629,0
231,0.004265680691072193,0,0.00586321827288,0.0,2.0,2.0,0.0059968486126394036,1.9937902034788806,0.00586321827288,1
232,0.0223718227730223,0,0.00532439552938746,1.0,2.0,1.0,0.0029980733250094746,1.9363577315023122,0.00532439552938746,0
233,0.013827863684376551,0,0.008065933694699212,6.0,3.0,9.0,0.0058607979335387125,4.993944031075273,0.008065933694699212,0
234,0.0007851226899463493,0,0.017269395121738307,3.0,0.0,3.0,0.00298757564028624,5.888693191618927,0.017269395121738307,0
235,0.002429372261267604,0,0.013967265547573715,1.0,0.0,1.0,0.00298757564028624,0.04282585641263381,0.013967265547573715,0
236,0.0033624224574366757,0,0.016636354698562894,6.0,2.0,8.0,0.011957790583095304,4.037258105638301,0.016636354698562894,0
237,0.004879490808288367,0,0.00447993031501398,1.0,5.0,4.0,0.015378540097561157,0.9999440136608087,0.00447993031501398,0
238,0.018195914680406156,0,0.00447993031501398,1.0,1.0,2.0,0.0028774927432465083,0.9999440136608087,0.00447993031501398,0
239,0.013319897874518538,0,0.03342594115810027,2.0,5.0,7.0,0.0061685303957587576,0.9873408484188531,0.03342594115810027,0
240,0.01791843175453145,0,0.08550553698343089,1.0,4.0,3.0,0.009046023139005266,1.0062602613178342,0.08550553698343089,1
241,0.011049497046082213,0,2.7355730155720348e-05,1.0,2.0,1.0,0.008694488989618936,0.005376188691371908,2.7355730155720348e-05,0
242,0.006868934708449237,0,0.1026729514305304,2.0,4.0,6.0,0.005988490797866307,0.0372762692756794,0.1026729514305304,1
243,0.006299922296599647,0,0.034973014419488246,4.0,3.0,1.0,0.006393535310272293,4.935777522205967,0.034973014419488246,0
244,0.0014239054907120297,0,0.014368463142969023,4.0,0.0,4.0,0.0002667876040538114,0.061612536867215795,0.014368463142969023,0
245,0.003440264913130431,0,0.01809036617517079,3.0,5.0,8.0,0.00912147772561276,5.996175707088554,0.01809036617517079,0
246,0.0060127547922553815,0,0.026928989429091388,8.0,4.0,12.0,0.005990376009415224,3.9962888836709567,0.026928989429091388,1
247,0.0041361939621948896,0,0.010489367098558022,2.0,1.0,3.0,0.00014352607591129607,1.0039162107613322,0.010489367098558022,0
248,0.007493048188684681,0,0.01059778148440177,2.0,1.0,3.0,0.005850300248815478,0.9775302541889062,0.01059778148440177,0
249,0.016326414706010317,0,0.005586203706828774,11.0,5.0,16.0,0.002862724608529238,4.977530254188906,0.005586203706828774,1
250,0.02960774167054242,0,0.08996919996919506,19.0,1.0,20.0,0.021145607960716798,5.958273100428471,0.08996919996919506,1
251,0.014312462149684457,0,0.009871678054868216,2.0,0.0,2.0,0.0,2.010868281309371,0.009871678054868216,0
252,0.023911224748814963,0,0.058702688821399174,15.0,1.0,16.0,0.02077584344026268,6.9946810015518395,0.058702688821399174,1
253,0.03707369141617872,0,0.015774556662209394,17.0,2.0,19.0,0.002958571249378143,0.0649353955601839,0.015774556662209394,1
254,0.019588249935476032,0,0.07338815138053073,0.0,2.0,2.0,0.005952310654573764,0.009639731355520098,0.07338815138053073,1
255,0.004696194245741747,0,0.060654875405767916,2.0,5.0,7.0,0.00591656819169082,5.944487245360108,0.060654875405767916,0
256,0.006177719933620651,0,0.01005734972449246,4.0,0.0,4.0,0.011868878846264584,0.9929085991931856,0.01005734972449246,0
257,0.036153634146341096,0,0.035386997424837974,0.0,1.0,1.0,0.01764522729111895,8.99298809963338,0.035386997424837974,0
258,0.018765263394255605,0,0.014082704864967432,1.0,1.0,2.0,0.003000806243100132,0.03789107672983505,0.014082704864967432,0
259,0.02444007464891168,0,0.05967082235491006,0.0,4.0,4.0,0.011796707017958845,9.954806789283793,0.05967082235491006,0
260,0.0137785182701739,0,0.02652025546542308,7.0,2.0,9.0,0.008847940741509892,3.9939301667154723,0.02652025546542308,0
261,0.004847808651502805,0,0.04692289928308396,5.0,1.0,4.0,0.014756099268030076,5.993389260846243,0.04692289928308396,0
262,0.013634379309930333,0,0.0011549567956645745,0.0,1.0,1.0,8.675961485322004e-06,2.978904760855187,0.0011549567956645745,0
263,0.005531105042820561,0,0.03559135343085473,7.0,5.0,2.0,0.014695383339893574,2.0273029062533965,0.03559135343085473,0
264,0.021173359108244083,0,0.01637885109800291,6.0,0.0,6.0,0.005949854125426618,2.991998884725774,0.01637885109800291,0
265,0.01307008484113431,0,0.009991051981235566,2.0,2.0,4.0,0.0,0.9591409901985912,0.009991051981235566,0
266,0.005917472902446597,0,0.0415886460434447,5.0,1.0,6.0,0.008745529214466956,3.999945068305692,0.0415886460434447,1
267,0.009216821669021269,0,0.02751812877601084,3.0,0.0,3.0,0.008849018528825974,4.0197537787128965,0.02751812877601084,0
268,0.03023802273989884,0,0.04796363239638607,10.0,0.0,10.0,7.001636621323248e-05,5.982628610378441,0.04796363239638607,1
269,0.03945484440892011,0,0.010513468698172102,4.0,7.0,11.0,0.0059517881402389025,1.0168345272690544,0.010513468698172102,0
270,0.0068988885612458195,0,0.005798969072164928,1.0,1.0,0.0,0.0029497403649351842,2.0,0.005798969072164928,0
271,0.001514344959122449,0,0.03297719487604045,5.0,5.0,0.0,0.008866416762056144,5.952643382364386,0.03297719487604045,0
272,0.03709719323874944,0,0.021385523791451866,1.0,4.0,5.0,0.008875195853768498,1.9648366911841322,0.021385523791451866,0
273,0.05324701839482221,0,0.019929170675716756,4.0,2.0,2.0,0.005969762930462752,0.978787343158956,0.019929170675716756,0
274,0.017312885653763987,0,0.03015124341255815,0.0,5.0,5.0,7.900766358065643e-05,0.03761312273496742,0.03015124341255815,0
275,0.0036627261975841208,0,0.02947349505469371,5.0,2.0,3.0,0.002949689949492287,12.933882754603928,0.02947349505469371,1
276,0.0036627261975841208,0,0.0,1.0,1.0,0.0,0.0029584685770278965,0.0,0.0,0
277,0.004073469468700186,0,0.05302025342229444,5.0,3.0,2.0,0.0029584685770278965,10.999799934986754,0.05302025342229444,1
278,0.0034449560986885563,0,0.04081420173160355,1.0,3.0,2.0,0.0029758700159901504,4.0,0.04081420173160355,0
279,0.016684372283752358,0,0.020407100865801775,6.0,3.0,3.0,7.807958899072077e-05,2.0,0.020407100865801775,0
280,0.0013449741597053588,0,0.03278816101306625,3.0,5.0,2.0,0.008797426993767381,5.9915908613694455,0.03278816101306625,0
281,0.019708812027899814,0,0.051942593264130255,5.0,7.0,2.0,0.008849326516260239,4.986488953356513,0.051942593264130255,0
282,0.007814049427690983,0,0.05599849616405517,4.0,6.0,2.0,0.005899482565034862,3.965872587555168,0.05599849616405517,0
283,0.023538872326275273,0,0.03796691836700661,1.0,2.0,3.0,0.0029498439512253773,2.015932817491148,0.03796691836700661,0
284,0.005410397328060368,0,0.015347302234692717,2.0,5.0,3.0,0.005882285095373578,0.01604001515016762,0.015347302234692717,0
285,0.012849493176381122,0,0.02609574312845092,2.0,3.0,1.0,0.005916577384677773,1.0157028039160423,0.02609574312845092,0
286,0.02320564422600363,0,0.0025158683968440343,3.0,2.0,1.0,0.008866319566851872,3.9994653754459364,0.0025158683968440343,0
287,0.002751794176581668,0,0.012791476141677527,0.0,1.0,1.0,0.005839161931235034,3.9991865976122085,0.012791476141677527,0
288,0.004843039702141172,0,0.02183332165944346,5.0,4.0,9.0,0.0028894197490609355,4.994565377908231,0.02183332165944346,0
289,0.02006658758513502,0,0.02077097373319997,2.0,4.0,6.0,3.480561065210327e-05,2.007663904040129,0.02077097373319997,0
290,0.052543822973186605,0,0.01479139542009228,7.0,2.0,5.0,0.0029585194566475385,6.949641747582291,0.01479139542009228,0
291,0.04288671443616071,0,0.02929341161922666,4.0,3.0,1.0,4.31276146106406e-05,6.949806243808268,0.02929341161922666,0
292,0.0,0,0.014981521704916623,3.0,1.0,4.0,0.0029324429191113495,0.005318998448160528,0.014981521704916623,0
293,0.006084382578240011,0,0.0017827069991895872,0.0,0.0,0.0,0.005847486611813482,2.986844382503591,0.0017827069991895872,0
294,0.01119191696873889,0,0.05161934363875337,5.0,1.0,6.0,0.0028460466494320946,1.9919462905165233,0.05161934363875337,0
295,0.0011479701477580262,0,0.09355917780253248,5.0,3.0,8.0,0.0029670414208866607,0.9929085991931856,0.09355917780253248,1
296,0.0005829259153511401,0,0.028025490287632793,1.0,1.0,2.0,0.008865908059225972,5.9929611934024365,0.028025490287632793,0
297,0.009238587059292425,0,0.05425730947744151,1.0,3.0,4.0,0.008865908059225972,7.999891490113214,0.05425730947744151,0
298,0.003631917033979193,0,0.023268688788112057,2.0,5.0,7.0,0.005882285095373578,5.015353353692376,0.023268688788112057,0
299,0.00635757084688332,0,0.014580668022899035,3.0,2.0,5.0,0.008797426993767381,0.020616365801345182,0.014580668022899035,0
300,0.009654094186564821,0,0.024667411890273272,0.0,1.0,1.0,2.5722149332867844e-05,0.9864889533565133,0.024667411890273272,1
301,0.013726535227616576,0,0.00744098549747868,3.0,2.0,1.0,0.008771704844434514,8.993672862521919,0.00744098549747868,0
302,0.0007195654386148997,0,0.0001586879827833454,1.0,1.0,0.0,0.00293254291319948,0.014282800023195819,0.0001586879827833454,0
303,0.01899576584837076,0,0.017518639440810446,3.0,2.0,1.0,0.008797124393321063,10.00726302216394,0.017518639440810446,1
304,0.024080019121306306,0,0.004343033504481619,2.0,1.0,1.0,3.449584323587766e-05,0.992336095959871,0.004343033504481619,1
305,0.005699250122860378,0,0.04957241166505555,4.0,2.0,2.0,0.0059162765958775685,1.005154502222183,0.04957241166505555,0
306,0.04309444724386796,0,0.005081864697990102,5.0,3.0,2.0,0.003001439962381387,1.0969709659126181,0.005081864697990102,0
307,0.037309240868898474,0,0.06596348897117538,2.0,4.0,2.0,0.005881976175169742,9.077253543797667,0.06596348897117538,0
308,0.005156693004957857,0,0.059103684997182826,1.0,0.0,1.0,0.002967350341090497,3.998274964997819,0.059103684997182826,0
309,0.016684372283752358,0,0.03310237551419287,1.0,0.0,1.0,0.00293254291319948,3.01249804748511,0.03310237551419287,0
310,0.023087722459614157,0,0.012761738805335987,1.0,1.0,0.0,0.00293254291319948,3.999881849063712,0.012761738805335987,0
311,0.020316340101163954,0,0.01718044060723567,1.0,2.0,3.0,0.0029411679897400553,2.999941566599631,0.01718044060723567,0
312,0.0248636425890551,0,0.03665261938219733,1.0,2.0,1.0,0.014704059301378896,12.02659775186416,0.03665261938219733,1
313,0.009881407175682644,0,0.017740477664474674,0.0,2.0,2.0,0.011762942195745373,6.998392736137163,0.017740477664474674,0
314,0.005681470796954191,0,0.0010013484409294726,2.0,3.0,1.0,1.7351471394373708e-05,2.983305695842546,0.0010013484409294726,0
315,0.0049982970208264366,0,0.0054460917967796285,2.0,0.0,2.0,0.005899636566767952,1.963977061712626,0.0054460917967796285,0
